State,County,County_State,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Latitude,Longitude,countyFIPS,g
AL,Autauga County,"Autauga County, AL",1539602137,25706961,594.444,9.926,32.532237,-86.64644,1001,1001
AL,Baldwin County,"Baldwin County, AL",4117621645,1132980868,1589.823,437.446,30.659218,-87.746067,1003,1003
AL,Barbour County,"Barbour County, AL",2292160139,50523213,885.008,19.507,31.870253,-85.405104,1005,1005
AL,Bibb County,"Bibb County, AL",1612167476,9602089,622.461,3.707,33.015893,-87.127148,1007,1007
AL,Blount County,"Blount County, AL",1670103866,15015467,644.831,5.798,33.977358,-86.56644,1009,1009
AL,Bullock County,"Bullock County, AL",1613076054,6038093,622.812,2.331,32.101759,-85.717261,1011,1011
AL,Butler County,"Butler County, AL",2012002531,2701198,776.839,1.043,31.751667,-86.681969,1013,1013
AL,Calhoun County,"Calhoun County, AL",1569195268,16587192,605.87,6.404,33.770516,-85.827909,1015,1015
AL,Chambers County,"Chambers County, AL",1545085607,16971700,596.561,6.553,32.915504,-85.394032,1017,1017
AL,Cherokee County,"Cherokee County, AL",1433623319,120308342,553.525,46.451,34.069515,-85.654242,1019,1019
AL,Chilton County,"Chilton County, AL",1794477075,20592142,692.852,7.951,32.854051,-86.726607,1021,1021
AL,Choctaw County,"Choctaw County, AL",2365869841,19144469,913.467,7.392,31.990954,-88.248889,1023,1023
AL,Clarke County,"Clarke County, AL",3207494106,36657891,1238.42,14.154,31.685521,-87.818624,1025,1025
AL,Clay County,"Clay County, AL",1564251834,5285207,603.961,2.041,33.2704,-85.863525,1027,1027
AL,Cleburne County,"Cleburne County, AL",1450663786,2354896,560.104,0.909,33.671964,-85.516126,1029,1029
AL,Coffee County,"Coffee County, AL",1758565919,3907189,678.986,1.509,31.402258,-85.989602,1031,1031
AL,Colbert County,"Colbert County, AL",1535202321,79700278,592.745,30.772,34.703112,-87.801457,1033,1033
AL,Conecuh County,"Conecuh County, AL",2202007855,6632046,850.2,2.561,31.430926,-86.988722,1035,1035
AL,Coosa County,"Coosa County, AL",1685850815,39987271,650.911,15.439,32.931445,-86.243482,1037,1037
AL,Covington County,"Covington County, AL",2669134207,34226200,1030.559,13.215,31.243987,-86.448721,1039,1039
AL,Crenshaw County,"Crenshaw County, AL",1576952799,5388562,608.865,2.081,31.732826,-86.319222,1041,1041
AL,Cullman County,"Cullman County, AL",1902970816,52525039,734.741,20.28,34.131923,-86.869267,1043,1043
AL,Dale County,"Dale County, AL",1453244559,4082940,561.101,1.576,31.430654,-85.609476,1045,1045
AL,Dallas County,"Dallas County, AL",2534919607,39124778,978.738,15.106,32.33354,-87.114356,1047,1047
AL,DeKalb County,"DeKalb County, AL",2012676480,4121543,777.099,1.591,34.460929,-85.803992,1049,1049
AL,Elmore County,"Elmore County, AL",1601768864,99957936,618.446,38.594,32.597229,-86.142735,1051,1051
AL,Escambia County,"Escambia County, AL",2448115116,20504948,945.223,7.917,31.122287,-87.16841,1053,1053
AL,Etowah County,"Etowah County, AL",1385871922,35067763,535.088,13.54,34.047641,-86.034263,1055,1055
AL,Fayette County,"Fayette County, AL",1625693288,4330881,627.684,1.672,33.716157,-87.764292,1057,1057
AL,Franklin County,"Franklin County, AL",1641841404,32643981,633.919,12.604,34.441989,-87.842814,1059,1059
AL,Geneva County,"Geneva County, AL",1487897665,11578163,574.481,4.47,31.092382,-85.821022,1061,1061
AL,Greene County,"Greene County, AL",1675782059,33416141,647.023,12.902,32.844497,-87.9642,1063,1063
AL,Hale County,"Hale County, AL",1667917734,32412739,643.987,12.515,32.752796,-87.623061,1065,1065
AL,Henry County,"Henry County, AL",1454926622,16986823,561.75,6.559,31.516978,-85.239971,1067,1067
AL,Houston County,"Houston County, AL",1501819549,4718092,579.856,1.822,31.158183,-85.296411,1069,1069
AL,Jackson County,"Jackson County, AL",2791974032,126334709,1077.987,48.778,34.764114,-85.980056,1071,1071
AL,Jefferson County,"Jefferson County, AL",2878552100,32849845,1111.415,12.683,33.553444,-86.896536,1073,1073
AL,Lamar County,"Lamar County, AL",1566544637,1600679,604.846,0.618,33.787085,-88.087431,1075,1075
AL,Lauderdale County,"Lauderdale County, AL",1730146078,133608951,668.013,51.587,34.904122,-87.650997,1077,1077
AL,Lawrence County,"Lawrence County, AL",1788864251,68682382,690.684,26.518,34.529776,-87.321865,1079,1079
AL,Lee County,"Lee County, AL",1573514768,21526461,607.537,8.311,32.604064,-85.353048,1081,1081
AL,Limestone County,"Limestone County, AL",1450277886,122329712,559.955,47.232,34.810239,-86.981399,1083,1083
AL,Lowndes County,"Lowndes County, AL",1854201377,23721835,715.911,9.159,32.147888,-86.650586,1085,1085
AL,Macon County,"Macon County, AL",1576855716,11345392,608.827,4.38,32.387027,-85.692887,1087,1087
AL,Madison County,"Madison County, AL",2076111961,28810665,801.591,11.124,34.764238,-86.55108,1089,1089
AL,Marengo County,"Marengo County, AL",2530140237,14966620,976.893,5.779,32.247591,-87.791091,1091,1091
AL,Marion County,"Marion County, AL",1922657342,3183332,742.342,1.229,34.138219,-87.881551,1093,1093
AL,Marshall County,"Marshall County, AL",1465531863,148495459,565.845,57.334,34.309564,-86.321668,1095,1095
AL,Mobile County,"Mobile County, AL",3184158350,1073926668,1229.41,414.645,30.684572,-88.196568,1097,1097
AL,Monroe County,"Monroe County, AL",2656469660,22609681,1025.669,8.73,31.580332,-87.383266,1099,1099
AL,Montgomery County,"Montgomery County, AL",2034017780,37744718,785.339,14.573,32.202881,-86.204461,1101,1101
AL,Morgan County,"Morgan County, AL",1501156832,50377239,579.6,19.451,34.454484,-86.846402,1103,1103
AL,Perry County,"Perry County, AL",1863900621,10937769,719.656,4.223,32.639005,-87.293827,1105,1105
AL,Pickens County,"Pickens County, AL",2282674053,22740989,881.345,8.78,33.296793,-88.096863,1107,1107
AL,Pike County,"Pike County, AL",1740647520,2336975,672.068,0.902,31.798651,-85.941604,1109,1109
AL,Randolph County,"Randolph County, AL",1503615937,9285420,580.549,3.585,33.296475,-85.464068,1111,1111
AL,Russell County,"Russell County, AL",1660622936,15596319,641.17,6.022,32.289811,-85.18698,1113,1113
AL,St. Clair County,"St. Clair County, AL",1635786810,56407166,631.581,21.779,33.712963,-86.315663,1115,1115
AL,Shelby County,"Shelby County, AL",2034134905,62515663,785.384,24.137,33.263043,-86.678089,1117,1117
AL,Sumter County,"Sumter County, AL",2340898915,24634883,903.826,9.512,32.597481,-88.200057,1119,1119
AL,Talladega County,"Talladega County, AL",1908293036,60927931,736.796,23.524,33.369314,-86.17593,1121,1121
AL,Tallapoosa County,"Tallapoosa County, AL",1855782851,128806123,716.522,49.732,32.863308,-85.799618,1123,1123
AL,Tuscaloosa County,"Tuscaloosa County, AL",3421010003,78714550,1320.859,30.392,33.29022,-87.522783,1125,1125
AL,Walker County,"Walker County, AL",2048686078,36754696,791.002,14.191,33.791558,-87.301094,1127,1127
AL,Washington County,"Washington County, AL",2797720322,21652733,1080.206,8.36,31.405217,-88.197564,1129,1129
AL,Wilcox County,"Wilcox County, AL",2301075085,49057525,888.45,18.941,31.990082,-87.304935,1131,1131
AL,Winston County,"Winston County, AL",1587614057,48917203,612.981,18.887,34.154566,-87.365346,1133,1133
AK,Aleutians East Borough,"Aleutians East Borough, AK",18091501984,20800021676,6985.168,8030.934,55.245044,-161.997477,2013,2013
AK,Aleutians West Census Area,"Aleutians West Census Area, AK",11381568820,25179951971,4394.448,9722.034,51.948964,179.621188,2016,2016
AK,Municipality of Anchorage,"Municipality of Anchorage, AK",4420591351,614471690,1706.8,237.249,61.17425,-149.284329,2020,2020
AK,Bethel Census Area,"Bethel Census Area, AK",1.05E+11,12764641092,40630.621,4928.456,60.929141,-160.152625,2050,2050
AK,Bristol Bay Borough,"Bristol Bay Borough, AK",1248324004,949767442,481.981,366.707,58.741647,-156.966909,2060,2060
AK,Denali Borough,"Denali Borough, AK",32729577049,66105677,12636.961,25.524,63.682039,-150.027016,2068,2068
AK,Dillingham Census Area,"Dillingham Census Area, AK",47478730849,5949974282,18331.641,2297.298,59.543326,-158.267123,2070,2070
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",18983544936,272866589,7329.588,105.354,64.676044,-146.548159,2090,2090
AK,Haines Borough,"Haines Borough, AK",6072297430,1038275846,2344.527,400.881,59.098404,-135.575791,2100,2100
AK,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, AK",16981186974,7801738685,6556.473,3012.268,58.253462,-136.320731,2105,2105
AK,City and Borough of Juneau,"City and Borough of Juneau, AK",7003264582,1426373039,2703.976,550.726,58.37291,-134.178445,2110,2110
AK,Kenai Peninsula Borough,"Kenai Peninsula Borough, AK",41499872077,22525650886,16023.191,8697.203,60.360766,-152.05264,2122,2122
AK,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, AK",12579378509,4651615675,4856.925,1795.999,55.449938,-131.106685,2130,2130
AK,Kodiak Island Borough,"Kodiak Island Borough, AK",17133712542,14166830862,6615.364,5469.844,57.7044,-153.918372,2150,2150
AK,Lake and Peninsula Borough,"Lake and Peninsula Borough, AK",61912947833,25973300388,23904.724,10028.348,58.108507,-156.413413,2164,2164
AK,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, AK",64009263421,1456029488,24714.116,562.176,62.279094,-149.619094,2170,2170
AK,Nome Census Area,"Nome Census Area, AK",59492073779,13779318627,22970.019,5320.225,64.783686,-164.188912,2180,2180
AK,North Slope Borough,"North Slope Borough, AK",2.30E+11,15548935657,88824.445,6003.478,69.449343,-153.47283,2185,2185
AK,Northwest Arctic Borough,"Northwest Arctic Borough, AK",92369226065,12835515419,35663.959,4955.82,67.005066,-160.021086,2188,2188
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",7512659027,2385853100,2900.654,921.183,57.112458,-133.008598,2090,2090
AK,Sitka City and Borough,"Sitka City and Borough, AK",7433305220,5037858058,2870.015,1945.128,57.193204,-135.367396,2220,2220
AK,Skagway Municipality,"Skagway Municipality, AK",1123881121,28784118,433.933,11.114,59.560379,-135.338279,2230,2230
AK,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, AK",64290716362,751936140,24822.785,290.324,63.864997,-143.218628,2240,2240
AK,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, AK",88634209842,15756652761,34221.861,6083.678,61.349843,-145.023109,2261,2261
AK,Yakutat City and Borough,"Yakutat City and Borough, AK",19744199352,3986129000,7623.278,1539.053,60.017453,-140.416942,2282,2282
AK,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, AK",3.77E+11,5945279912,145575.515,2295.486,65.375727,-151.57785,2290,2290
AZ,Apache County,"Apache County, AZ",29002035366,54153162,11197.749,20.909,35.385084,-109.490172,4001,4001
AZ,Cochise County,"Cochise County, AZ",16083174724,17667961,6209.749,6.822,31.840129,-109.775163,4003,4003
AZ,Coconino County,"Coconino County, AZ",48217246133,116631412,18616.784,45.032,35.829692,-111.773728,4005,4005
AZ,Gila County,"Gila County, AZ",12323152721,97113523,4757.996,37.496,33.789618,-110.81187,4007,4007
AZ,Graham County,"Graham County, AZ",11970605964,47476264,4621.877,18.331,32.931828,-109.87831,4009,4009
AZ,Greenlee County,"Greenlee County, AZ",4771123868,13750620,1842.141,5.309,33.238872,-109.242323,4011,4011
AZ,La Paz County,"La Paz County, AZ",11645512187,36551630,4496.358,14.113,33.72761,-114.038806,4012,4012
AZ,Maricopa County,"Maricopa County, AZ",23829622328,63347750,9200.669,24.459,33.345176,-112.49893,4013,4013
AZ,Mohave County,"Mohave County, AZ",34529358909,333447540,13331.861,128.745,35.717705,-113.749689,4015,4015
AZ,Navajo County,"Navajo County, AZ",25770517979,24125805,9950.053,9.315,35.390785,-110.321025,4017,4017
AZ,Pima County,"Pima County, AZ",23798597214,5112470,9188.69,1.974,32.128043,-111.783657,4019,4019
AZ,Pinal County,"Pinal County, AZ",13897997152,22344370,5366.047,8.627,32.918521,-111.36634,4021,4021
AZ,Santa Cruz County,"Santa Cruz County, AZ",3201833002,3088479,1236.235,1.192,31.525733,-110.845228,4023,4023
AZ,Yavapai County,"Yavapai County, AZ",21038727465,11501576,8123.098,4.441,34.631071,-112.577225,4025,4025
AZ,Yuma County,"Yuma County, AZ",14280777606,13248642,5513.839,5.115,32.773942,-113.910905,4027,4027
AR,Arkansas County,"Arkansas County, AR",2561013146,116378934,988.813,44.934,34.28957,-91.376547,5001,5001
AR,Ashley County,"Ashley County, AR",2396668938,39291076,925.359,15.17,33.190835,-91.772267,5003,5003
AR,Baxter County,"Baxter County, AR",1435504137,84171720,554.251,32.499,36.280268,-92.329949,5005,5005
AR,Benton County,"Benton County, AR",2196053836,94223432,847.901,36.38,36.337819,-94.256298,5007,5007
AR,Boone County,"Boone County, AR",1528080514,31092205,589.995,12.005,36.304299,-93.079236,5009,5009
AR,Bradley County,"Bradley County, AR",1681512201,9535200,649.236,3.682,33.466549,-92.169156,5011,5011
AR,Calhoun County,"Calhoun County, AR",1627975429,9926146,628.565,3.833,33.56046,-92.513879,1015,1015
AR,Carroll County,"Carroll County, AR",1631823636,22397554,630.051,8.648,36.33737,-93.540972,5015,5015
AR,Chicot County,"Chicot County, AR",1669835058,119303631,644.727,46.063,33.267139,-91.297158,5017,5017
AR,Clark County,"Clark County, AR",2243130283,43387661,866.077,16.752,34.053316,-93.176208,5019,5019
AR,Clay County,"Clay County, AR",1656214474,5097734,639.468,1.968,36.367302,-90.418704,1027,1027
AR,Cleburne County,"Cleburne County, AR",1434077953,98890719,553.701,38.182,35.566315,-92.05995,1029,1029
AR,Cleveland County,"Cleveland County, AR",1548239710,2500196,597.779,0.965,33.893201,-92.188714,5025,5025
AR,Columbia County,"Columbia County, AR",1983887989,1990757,765.983,0.769,33.223038,-93.232843,5027,5027
AR,Conway County,"Conway County, AR",1430388148,37328675,552.276,14.413,35.265702,-92.689248,5029,5029
AR,Craighead County,"Craighead County, AR",1831907088,14029461,707.303,5.417,35.827729,-90.631421,5031,5031
AR,Crawford County,"Crawford County, AR",1537849721,28387848,593.767,10.961,35.583011,-94.236219,5033,5033
AR,Crittenden County,"Crittenden County, AR",1580882918,67433862,610.382,26.036,35.211879,-90.315332,5035,5035
AR,Cross County,"Cross County, AR",1596421810,15344835,616.382,5.925,35.285692,-90.763984,5037,5037
AR,Dallas County,"Dallas County, AR",1728522507,1864048,667.386,0.72,33.967823,-92.653999,1047,1047
AR,Desha County,"Desha County, AR",1989461618,133085432,768.135,51.385,33.828752,-91.244103,5041,5041
AR,Drew County,"Drew County, AR",2145488990,18914023,828.378,7.303,33.587242,-91.722778,5043,5043
AR,Faulkner County,"Faulkner County, AR",1678199700,41766665,647.957,16.126,35.146548,-92.336928,5045,5045
AR,Franklin County,"Franklin County, AR",1576909749,27950884,608.848,10.792,35.508558,-93.887665,1059,1059
AR,Fulton County,"Fulton County, AR",1601099815,5526928,618.188,2.134,36.383619,-91.819664,5049,5049
AR,Garland County,"Garland County, AR",1755025617,147393195,677.619,56.909,34.578852,-93.146932,5051,5051
AR,Grant County,"Grant County, AR",1636384327,2896901,631.812,1.118,34.285568,-92.422979,5053,5053
AR,Greene County,"Greene County, AR",1496205800,4789610,577.688,1.849,36.120607,-90.566346,1063,1063
AR,Hempstead County,"Hempstead County, AR",1884271055,35369289,727.521,13.656,33.735953,-93.664355,5057,5057
AR,Hot Spring County,"Hot Spring County, AR",1593594553,18034772,615.29,6.963,34.315177,-92.944147,5059,5059
AR,Howard County,"Howard County, AR",1524380362,17475613,588.567,6.747,34.083064,-93.990931,5061,5061
AR,Independence County,"Independence County, AR",1978814985,19593589,764.025,7.565,35.737499,-91.559942,5063,5063
AR,Izard County,"Izard County, AR",1503735021,8913817,580.595,3.442,36.094879,-91.913625,5065,5065
AR,Jackson County,"Jackson County, AR",1641629489,19623387,633.837,7.577,35.596467,-91.223205,1071,1071
AR,Jefferson County,"Jefferson County, AR",2253424970,113261151,870.052,43.73,34.277239,-91.929673,1073,1073
AR,Johnson County,"Johnson County, AR",1708980734,58598404,659.841,22.625,35.573359,-93.466322,5071,5071
AR,Lafayette County,"Lafayette County, AR",1368278171,43469432,528.295,16.784,33.240629,-93.611514,5073,5073
AR,Lawrence County,"Lawrence County, AR",1521913730,12286149,587.614,4.744,36.041098,-91.101153,1079,1079
AR,Lee County,"Lee County, AR",1560781755,43720909,602.621,16.881,34.779505,-90.779717,1081,1081
AR,Lincoln County,"Lincoln County, AR",1454383536,27514923,561.541,10.624,33.957675,-91.727626,5079,5079
AR,Little River County,"Little River County, AR",1378511385,84225310,532.246,32.52,33.699497,-94.229774,5081,5081
AR,Logan County,"Logan County, AR",1834415737,61409940,708.272,23.711,35.218654,-93.72091,5083,5083
AR,Lonoke County,"Lonoke County, AR",1997848802,82750645,771.374,31.95,34.755114,-91.894132,5085,5085
AR,Madison County,"Madison County, AR",2160720581,7318310,834.259,2.826,36.012545,-93.724053,1089,1089
AR,Marion County,"Marion County, AR",1546110609,112284588,596.957,43.353,36.266664,-92.678577,1093,1093
AR,Miller County,"Miller County, AR",1620637610,30875065,625.732,11.921,33.305505,-93.901502,5091,5091
AR,Mississippi County,"Mississippi County, AR",2332481583,49826387,900.576,19.238,35.766944,-90.052207,5093,5093
AR,Monroe County,"Monroe County, AR",1572467982,36693587,607.133,14.167,34.679512,-91.20331,1099,1099
AR,Montgomery County,"Montgomery County, AR",2019984639,52914079,779.92,20.43,34.545656,-93.664153,1101,1101
AR,Nevada County,"Nevada County, AR",1600206102,7241222,617.843,2.796,33.666699,-93.305072,5099,5099
AR,Newton County,"Newton County, AR",2126132564,5930171,820.904,2.29,35.910742,-93.215898,5101,5101
AR,Ouachita County,"Ouachita County, AR",1897898727,18050436,732.783,6.969,33.591168,-92.878413,5103,5103
AR,Perry County,"Perry County, AR",1428530422,23226442,551.559,8.968,34.946363,-92.926877,1105,1105
AR,Phillips County,"Phillips County, AR",1801669169,82139041,695.628,31.714,34.423687,-90.855593,5107,5107
AR,Pike County,"Pike County, AR",1555611456,34977709,600.625,13.505,34.158191,-93.658659,1109,1109
AR,Poinsett County,"Poinsett County, AR",1964149129,13520122,758.362,5.22,35.56887,-90.681104,5111,5111
AR,Polk County,"Polk County, AR",2220863254,12372575,857.48,4.777,34.490915,-94.230884,5113,5113
AR,Pope County,"Pope County, AR",2104407172,47240356,812.516,18.24,35.456557,-93.026818,5115,5115
AR,Prairie County,"Prairie County, AR",1677973068,71807770,647.869,27.725,34.831116,-91.55362,5117,5117
AR,Pulaski County,"Pulaski County, AR",1964339922,126230012,758.436,48.738,34.770311,-92.312996,5119,5119
AR,Randolph County,"Randolph County, AR",1689251373,9889900,652.224,3.819,36.341298,-91.028441,1111,1111
AR,St. Francis County,"St. Francis County, AR",1644019105,20027489,634.759,7.733,35.022838,-90.751505,5123,5123
AR,Saline County,"Saline County, AR",1874047317,17969885,723.574,6.938,34.648525,-92.674463,5125,5125
AR,Scott County,"Scott County, AR",2311217233,14870494,892.366,5.742,34.858869,-94.063641,5127,5127
AR,Searcy County,"Searcy County, AR",1724955843,6256683,666.009,2.416,35.896387,-92.695888,5129,5129
AR,Sebastian County,"Sebastian County, AR",1375720610,37325387,531.169,14.411,35.196981,-94.274989,5131,5131
AR,Sevier County,"Sevier County, AR",1464132101,41833257,565.305,16.152,33.994877,-94.243279,5133,5133
AR,Sharp County,"Sharp County, AR",1565401499,5201390,604.405,2.008,36.173399,-91.471069,5135,5135
AR,Stone County,"Stone County, AR",1570754768,7842161,606.472,3.028,35.857001,-92.140482,5137,5137
AR,Union County,"Union County, AR",2691655893,41400825,1039.254,15.985,33.168219,-92.598145,5139,5139
AR,Van Buren County,"Van Buren County, AR",1838244470,37694051,709.75,14.554,35.582953,-92.515976,5141,5141
AR,Washington County,"Washington County, AR",2439709563,26898329,941.977,10.386,35.978001,-94.217269,1129,1129
AR,White County,"White County, AR",2680828175,18293048,1035.074,7.063,35.255118,-91.753034,5145,5145
AR,Woodruff County,"Woodruff County, AR",1519769776,18703960,586.786,7.222,35.192777,-91.244535,5147,5147
AR,Yell County,"Yell County, AR",2408958968,48394529,930.104,18.685,34.997713,-93.408303,5149,5149
CA,Alameda County,"Alameda County, CA",1909614756,216907015,737.306,83.748,37.647139,-121.912488,6001,6001
CA,Alpine County,"Alpine County, CA",1912292608,12557304,738.34,4.848,38.621783,-119.798352,6003,6003
CA,Amador County,"Amador County, CA",1539933596,29470567,594.572,11.379,38.44355,-120.653856,6005,6005
CA,Butte County,"Butte County, CA",4238488156,105261063,1636.489,40.642,39.665959,-121.601919,6007,6007
CA,Calaveras County,"Calaveras County, CA",2641784992,43841871,1019.999,16.927,38.1839,-120.561441,6009,6009
CA,Colusa County,"Colusa County, CA",2980332742,14608887,1150.713,5.641,39.177739,-122.237563,6011,6011
CA,Contra Costa County,"Contra Costa County, CA",1857229826,225285866,717.08,86.983,37.919479,-121.951543,6013,6013
CA,Del Norte County,"Del Norte County, CA",2606117982,578742642,1006.228,223.454,41.763958,-124.003614,6015,6015
CA,El Dorado County,"El Dorado County, CA",4423299441,203342316,1707.846,78.511,38.785612,-120.534225,6017,6017
CA,Fresno County,"Fresno County, CA",15432139300,136609898,5958.383,52.745,36.761006,-119.655019,6019,6019
CA,Glenn County,"Glenn County, CA",3403160291,33693350,1313.968,13.009,39.602546,-122.4017,6021,6021
CA,Humboldt County,"Humboldt County, CA",9241426488,1253864712,3568.135,484.12,40.706655,-123.926176,6023,6023
CA,Imperial County,"Imperial County, CA",10814594615,790217372,4175.539,305.105,33.040814,-115.3554,6025,6025
CA,Inyo County,"Inyo County, CA",26410680788,76915743,10197.221,29.697,36.561977,-117.403927,6027,6027
CA,Kern County,"Kern County, CA",21062540828,78680980,8132.293,30.379,35.346629,-118.729506,6029,6029
CA,Kings County,"Kings County, CA",3600883803,3162664,1390.309,1.221,36.072478,-119.81553,6031,6031
CA,Lake County,"Lake County, CA",3254349190,188851723,1256.511,72.916,39.094802,-122.746757,6033,6033
CA,Lassen County,"Lassen County, CA",11761615584,463426056,4541.185,178.93,40.721086,-120.629952,6035,6035
CA,Los Angeles County,"Los Angeles County, CA",10511861492,1793485467,4058.653,692.469,34.196398,-118.261862,6037,6037
CA,Madera County,"Madera County, CA",5534617472,42245931,2136.928,16.311,37.209821,-119.749802,6039,6039
CA,Marin County,"Marin County, CA",1347950152,797055812,520.446,307.745,38.051817,-122.745974,6041,6041
CA,Mariposa County,"Mariposa County, CA",3752472150,36225644,1448.838,13.987,37.57003,-119.912861,6043,6043
CA,Mendocino County,"Mendocino County, CA",9081426663,962946206,3506.359,371.796,39.432388,-123.442881,6045,6045
CA,Merced County,"Merced County, CA",5014506620,110178168,1936.112,42.54,37.194806,-120.722802,6047,6047
CA,Modoc County,"Modoc County, CA",10225096402,661284408,3947.932,255.323,41.592918,-120.71837,6049,6049
CA,Mono County,"Mono County, CA",7896838483,214695677,3048.987,82.894,37.915836,-118.875167,6051,6051
CA,Monterey County,"Monterey County, CA",8499616876,1267800137,3281.721,489.5,36.240107,-121.315572,6053,6053
CA,Napa County,"Napa County, CA",1937986794,104295181,748.261,40.269,38.5071,-122.325904,6055,6055
CA,Nevada County,"Nevada County, CA",2480587338,41531993,957.76,16.036,39.297508,-120.771343,5099,5099
CA,Orange County,"Orange County, CA",2053367783,401931862,792.81,155.187,33.675687,-117.777207,6059,6059
CA,Placer County,"Placer County, CA",3644306246,246466620,1407.075,95.161,39.062032,-120.722718,6061,6061
CA,Plumas County,"Plumas County, CA",6612400910,156387636,2553.062,60.382,39.992295,-120.824371,6063,6063
CA,Riverside County,"Riverside County, CA",18671212657,243883196,7208.996,94.164,33.729828,-116.002239,6065,6065
CA,Sacramento County,"Sacramento County, CA",2499983887,75425434,965.249,29.122,38.450016,-121.340441,6067,6067
CA,San Benito County,"San Benito County, CA",3596591082,4719300,1388.652,1.822,36.611651,-121.085811,6069,6069
CA,San Bernardino County,"San Bernardino County, CA",51975576263,96414425,20067.883,37.226,34.85722,-116.181197,6071,6071
CA,San Diego County,"San Diego County, CA",10904373558,817404622,4210.202,315.602,33.023604,-116.776117,6073,6073
CA,San Francisco County,"San Francisco County, CA",121477743,479114582,46.903,184.987,37.727239,-123.032229,6075,6075
CA,San Joaquin County,"San Joaquin County, CA",3606127799,89109687,1392.334,34.405,37.934982,-121.272244,6077,6077
CA,San Luis Obispo County,"San Luis Obispo County, CA",8548557892,815573121,3300.617,314.895,35.385224,-120.447544,6079,6079
CA,San Mateo County,"San Mateo County, CA",1161957020,757114175,448.634,292.323,37.414672,-122.371546,6081,6081
CA,Santa Barbara County,"Santa Barbara County, CA",7084063392,2729751706,2735.172,1053.963,34.537057,-120.039973,6083,6083
CA,Santa Clara County,"Santa Clara County, CA",3343890934,33595384,1291.084,12.971,37.220695,-121.69051,6085,6085
CA,Santa Cruz County,"Santa Cruz County, CA",1152794691,419743117,445.097,162.064,37.012488,-122.007205,4023,4023
CA,Shasta County,"Shasta County, CA",9778407493,186302040,3775.464,71.932,40.760514,-122.043556,6089,6089
CA,Sierra County,"Sierra County, CA",2468694583,23299110,953.168,8.996,39.576925,-120.521993,6091,6091
CA,Siskiyou County,"Siskiyou County, CA",16261933244,179149815,6278.768,69.17,41.587986,-122.533287,6093,6093
CA,Solano County,"Solano County, CA",2128488719,218671901,821.814,84.43,38.267226,-121.939594,6095,6095
CA,Sonoma County,"Sonoma County, CA",4080764059,498182342,1575.592,192.349,38.525182,-122.92611,6097,6097
CA,Stanislaus County,"Stanislaus County, CA",3874667416,46351766,1496.018,17.897,37.562316,-121.002831,6099,6099
CA,Sutter County,"Sutter County, CA",1560546528,15240591,602.53,5.884,39.03619,-121.70394,6101,6101
CA,Tehama County,"Tehama County, CA",7638228749,33767783,2949.137,13.038,40.126157,-122.232274,6103,6103
CA,Trinity County,"Trinity County, CA",8234265082,73407950,3179.268,28.343,40.647803,-123.114476,6105,6105
CA,Tulare County,"Tulare County, CA",12494889125,37207487,4824.304,14.366,36.228834,-118.781055,6107,6107
CA,Tuolumne County,"Tuolumne County, CA",5752029633,138772442,2220.871,53.58,38.021434,-119.964733,6109,6109
CA,Ventura County,"Ventura County, CA",4771987962,947345370,1842.475,365.772,34.358741,-119.133143,6111,6111
CA,Yolo County,"Yolo County, CA",2628144759,22878428,1014.732,8.833,38.679596,-121.902441,6113,6113
CA,Yuba County,"Yuba County, CA",1636913845,31057995,632.016,11.992,39.27013,-121.344259,6115,6115
CO,Adams County,"Adams County, CO",3020716474,44323330,1166.305,17.113,39.874325,-104.331872,8001,8001
CO,Alamosa County,"Alamosa County, CO",1871465874,1847610,722.577,0.713,37.568442,-105.788041,8003,8003
CO,Arapahoe County,"Arapahoe County, CO",2066706152,19421685,797.96,7.499,39.644554,-104.331706,8005,8005
CO,Archuleta County,"Archuleta County, CO",3496712109,13740247,1350.088,5.305,37.202395,-107.050863,8007,8007
CO,Baca County,"Baca County, CO",6617400568,6142192,2554.993,2.372,37.30978,-102.543741,8009,8009
CO,Bent County,"Bent County, CO",3918255147,73141518,1512.847,28.24,37.931891,-103.077584,8011,8011
CO,Boulder County,"Boulder County, CO",1881309466,36493405,726.378,14.09,40.09497,-105.397691,8013,8013
CO,Broomfield County,"Broomfield County, CO",85478765,1411396,33.004,0.545,39.953593,-105.050787,8014,8014
CO,Chaffee County,"Chaffee County, CO",2624715697,3999975,1013.408,1.544,38.738223,-106.316683,8015,8015
CO,Cheyenne County,"Cheyenne County, CO",4605713960,8166129,1778.276,3.153,38.835646,-102.601791,8017,8017
CO,Clear Creek County,"Clear Creek County, CO",1023234039,3274908,395.073,1.264,39.669732,-105.69257,8019,8019
CO,Conejos County,"Conejos County, CO",3334423894,9235012,1287.428,3.566,37.213406,-106.176447,8021,8021
